"CO_GRUPO";"CO_REGIAO_CURSO";"NU_IDADE";"TP_SEXO";"CO_TURNO_GRADUACAO";"NT_GER";"QE_I01";"QE_I02";"QE_I04";"QE_I05";"QE_I08";"QE_I21";"QE_I22";"QE_I23";"NT_OBJ_FG";"NT_OBJ_CE";"Sexo";"Regiao";"Turno";"Estado_Civil";"Cor_Raca";"Escolaridade_Pai";"Escolaridade_Mae";"Renda_Familiar";"Familiar_Graduado";"Qdade_Livros";"Horas_Estudo"
3002;1;25;"M";1;24,3;"A";"D";"B";"D";"B";"A";"B";"C";25;20,8;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;1;30;"M";4;32,5;"C";"D";"A";"B";"B";"B";"A";"B";37,5;33,3;"Masculino";"Norte";"Noturno";"Separado";"Parda";"Nenhuma";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Nenhum";"De 1 a 3"
3002;1;27;"F";4;41,6;"A";"D";"B";"B";"A";"A";"C";"D";37,5;37,5;"Feminino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 8 a 12"
3002;1;26;"M";1;33,9;"A";"D";"B";"C";"B";"B";"E";"C";25;33,3;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 4 a 7"
3002;1;40;"M";4;20,6;"C";"D";"B";"B";"A";"B";"E";"C";25;20,8;"Masculino";"Norte";"Noturno";"Separado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 4 a 7"
3002;1;21;"M";1;48,8;"A";"D";"E";"D";"A";"B";"E";"B";50;54,2;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Superior";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 1 a 3"
3002;1;37;"M";1;74,5;"E";"D";"B";"B";"C";"A";"E";"C";62,5;79,2;"Masculino";"Norte";"Matutino";"Outro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;1;21;"M";1;54,6;"A";"D";"B";"D";"B";"B";"E";"D";37,5;70,8;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 8 a 12"
3002;1;31;"M";4;60,1;"A";"B";"B";"B";"C";"A";"B";"C";75;62,5;"Masculino";"Norte";"Noturno";"Solteiro";"Preta";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;1;25;"M";4;58,5;"A";"D";"A";"C";"A";"A";"C";"C";62,5;62,5;"Masculino";"Norte";"Noturno";"Solteiro";"Parda";"Nenhuma";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 4 a 7"
3002;1;25;"M";1;47,2;"A";"B";"D";"C";"A";"B";"C";"B";50;54,2;"Masculino";"Norte";"Matutino";"Solteiro";"Preta";"Ensino Médio";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;1;32;"M";4;26,9;"B";"D";"A";"B";"B";"A";"A";"B";37,5;33,3;"Masculino";"Norte";"Noturno";"Casado";"Parda";"Nenhuma";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;1;58;"M";4;47,3;"C";"D";"B";"C";"D";"A";"D";"B";62,5;45,8;"Masculino";"Norte";"Noturno";"Separado";"Parda";"Ensino Fundamental I";"Ensino Fundamental II";"De 4,5 a 6 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;1;28;"F";4;52;"C";"D";"C";"B";"A";"B";"C";"B";75;41,7;"Feminino";"Norte";"Noturno";"Separado";"Parda";"Ensino Fundamental II";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;1;29;"M";4;50,6;"C";"D";"A";"A";"A";"B";"C";"B";50;50;"Masculino";"Norte";"Noturno";"Separado";"Parda";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;1;34;"M";4;60,5;"B";"D";"B";"B";"C";"A";"D";"E";62,5;66,7;"Masculino";"Norte";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"Mais de 12"
3002;1;50;"M";4;47,3;"B";"D";"A";"B";"E";"A";"E";"B";62,5;41,7;"Masculino";"Norte";"Noturno";"Casado";"Parda";"Nenhuma";"Ensino Fundamental I";"De 6 a 10 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
3002;1;54;"M";4;45,8;"B";"D";"B";"A";"B";"A";"C";"B";62,5;33,3;"Masculino";"Norte";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;1;24;"M";4;31,8;"A";"D";"B";"B";"A";"B";"C";"D";37,5;29,2;"Masculino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 8 a 12"
3002;1;31;"M";4;34,1;"A";"D";"A";"B";"B";"B";"B";"D";50;29,2;"Masculino";"Norte";"Noturno";"Solteiro";"Parda";"Nenhuma";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 8 a 12"
3002;1;24;"M";4;46,7;"A";"D";"B";"A";"B";"A";"D";"B";75;54,2;"Masculino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;1;25;"M";4;67,1;"E";"B";"A";"E";"A";"A";"B";"C";75;70,8;"Masculino";"Norte";"Noturno";"Outro";"Preta";"Nenhuma";"Ensino Superior";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"De 4 a 7"
3002;1;33;"M";4;70,2;"B";"D";"D";"D";"E";"A";"D";"B";87,5;70,8;"Masculino";"Norte";"Noturno";"Casado";"Parda";"Ensino Médio";"Ensino Médio";"De 6 a 10 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;1;45;"M";4;69,5;"B";"A";"B";"B";"C";"A";"B";"B";87,5;66,7;"Masculino";"Norte";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;1;27;"F";4;70,1;"E";"D";"A";"B";"C";"B";"C";"C";62,5;70,8;"Feminino";"Norte";"Noturno";"Outro";"Parda";"Nenhuma";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 3 a 5";"De 4 a 7"
3002;1;28;"F";4;36;"A";"E";"D";"F";"C";"A";"C";"C";37,5;33,3;"Feminino";"Norte";"Noturno";"Solteiro";"Indigena";"Ensino Médio";"Pós Graduação";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;1;21;"F";4;48,4;"A";"A";"D";"D";"A";"B";"C";"C";75;45,8;"Feminino";"Norte";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 4 a 7"
3002;1;48;"F";4;43,8;"C";"D";"D";"D";"A";"A";"E";"B";62,5;41,7;"Feminino";"Norte";"Noturno";"Separado";"Parda";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"Mais de 8";"De 1 a 3"
3002;1;23;"F";3;68,2;"A";"D";"D";"B";"A";"B";"E";"B";75;66,7;"Feminino";"Norte";"Integral";"Solteiro";"Parda";"Ensino Médio";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 1 a 3"
3002;1;22;"F";4;45,8;"A";"A";"A";"B";"A";"A";"D";"D";75;54,2;"Feminino";"Norte";"Noturno";"Solteiro";"Branca";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 8 a 12"
3002;1;25;"M";4;56,9;"A";"B";"C";"F";"B";"A";"B";"B";62,5;66,7;"Masculino";"Norte";"Noturno";"Solteiro";"Preta";"Ensino Fundamental II";"Pós Graduação";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;1;34;"F";4;38,1;"A";"D";"B";"B";"A";"B";"C";"C";62,5;33,3;"Feminino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 4 a 7"
3002;1;24;"M";4;51,8;"A";"D";"C";"B";"B";"A";"E";"E";37,5;54,2;"Masculino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"Mais de 12"
3002;1;43;"M";4;49,7;"A";"B";"E";"D";"A";"A";"D";"B";37,5;54,2;"Masculino";"Norte";"Noturno";"Solteiro";"Preta";"Ensino Superior";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 1 a 3"
3002;1;22;"F";1;64,2;"B";"D";"D";"D";"A";"A";"B";"D";75;62,5;"Feminino";"Norte";"Matutino";"Casado";"Parda";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"De 8 a 12"
3002;1;27;"F";1;54,3;"A";"A";"C";"D";"B";"B";"B";"C";50;58,3;"Feminino";"Norte";"Matutino";"Solteiro";"Branca";"Ensino Fundamental II";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;1;22;"M";1;65,9;"A";"B";"D";"D";"B";"A";"A";"A";62,5;66,7;"Masculino";"Norte";"Matutino";"Solteiro";"Preta";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"Nenhuma"
3002;1;24;"F";1;56,8;"A";"D";"D";"D";"A";"A";"C";"C";75;50;"Feminino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 4 a 7"
3002;1;24;"F";1;61,6;"B";"D";"E";"C";"C";"A";"C";"C";62,5;62,5;"Feminino";"Norte";"Matutino";"Casado";"Parda";"Ensino Superior";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;1;23;"F";1;41,6;"A";"D";"A";"B";"A";"B";"E";"C";37,5;37,5;"Feminino";"Norte";"Matutino";"Solteiro";"Parda";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 4 a 7"
3002;1;25;"F";1;46,6;"A";"D";"D";"C";"A";"B";"C";"B";62,5;37,5;"Feminino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;1;25;"M";1;64,5;"A";"A";"D";"C";"B";"B";"B";"E";37,5;79,2;"Masculino";"Norte";"Matutino";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"Mais de 12"
3002;1;24;"M";1;40,8;"A";"D";"D";"C";"A";"B";"E";"D";50;41,7;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 8 a 12"
3002;1;28;"F";1;27,7;"A";"D";"C";"D";"A";"B";"E";"E";12,5;33,3;"Feminino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"Mais de 8";"Mais de 12"
3002;1;25;"M";1;53,2;"A";"D";"C";"E";"B";"A";"C";"C";37,5;54,2;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;1;24;"M";1;42,6;"A";"D";"B";"B";"B";"B";"C";"C";87,5;33,3;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 3 a 5";"De 4 a 7"
3002;1;23;"M";1;52,7;"A";"D";"D";"D";"B";"A";"D";"C";50;50;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 6 a 8";"De 4 a 7"
3002;1;24;"F";1;52,9;"A";"A";"B";"B";"A";"A";"E";"D";37,5;54,2;"Feminino";"Norte";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"Mais de 8";"De 8 a 12"
3002;1;24;"M";1;44,7;"A";"D";"D";"D";"B";"B";"E";"B";62,5;37,5;"Masculino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;1;25;"M";1;57,7;"B";"B";"D";"D";"A";"A";"E";"C";25;66,7;"Masculino";"Norte";"Matutino";"Casado";"Preta";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"Mais de 8";"De 4 a 7"
3002;1;22;"F";1;52;"A";"A";"D";"D";"C";"A";"D";"D";50;45,8;"Feminino";"Norte";"Matutino";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 8 a 12"
3002;1;23;"F";1;49,4;"B";"B";"B";"E";"A";"A";"C";"C";75;45,8;"Feminino";"Norte";"Matutino";"Casado";"Preta";"Ensino Fundamental I";"Ensino Superior";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 4 a 7"
3002;1;25;"M";1;26,2;"A";"B";"D";"D";"B";"A";"B";"E";50;20,8;"Masculino";"Norte";"Matutino";"Solteiro";"Preta";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"Mais de 12"
3002;1;21;"F";1;60,8;"A";"F";"D";"D";"B";"B";"B";"C";50;62,5;"Feminino";"Norte";"Matutino";"Solteiro";"Sem declaracao";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;1;26;"M";4;69,6;"A";"D";"B";"D";"B";"A";"E";"C";87,5;70,8;"Masculino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;1;25;"F";4;41,7;"E";"B";"B";"D";"A";"A";"D";"D";75;41,7;"Feminino";"Norte";"Noturno";"Outro";"Preta";"Ensino Fundamental I";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 8 a 12"
3002;1;25;"M";4;53,3;"A";"B";"D";"D";"A";"B";"D";"B";37,5;62,5;"Masculino";"Norte";"Noturno";"Solteiro";"Preta";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 6 a 8";"De 1 a 3"
3002;1;31;"F";4;58,3;"A";"B";"A";"A";"A";"A";"A";"B";50;62,5;"Feminino";"Norte";"Noturno";"Solteiro";"Preta";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Sim";"Nenhum";"De 1 a 3"
3002;1;30;"M";4;43,2;"A";"D";"D";"D";"B";"A";"B";"B";62,5;41,7;"Masculino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;1;41;"F";4;57,5;"C";"D";"A";"A";"C";"B";"B";"B";50;54,2;"Feminino";"Norte";"Noturno";"Separado";"Parda";"Nenhuma";"Nenhuma";"De 3 a 4,5 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;1;25;"M";4;74;"A";"E";"D";"D";"C";"A";"B";"C";75;79,2;"Masculino";"Norte";"Noturno";"Solteiro";"Indigena";"Ensino Médio";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;1;26;"M";4;49,6;"A";"A";"C";"C";"C";"A";"B";"B";50;50;"Masculino";"Norte";"Noturno";"Solteiro";"Branca";"Ensino Fundamental II";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;1;27;"F";4;64,1;"A";"D";"D";"E";"A";"A";"B";"B";62,5;66,7;"Feminino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Médio";"Ensino Superior";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"De 1 a 3"
3002;1;35;"M";4;33,9;"A";"E";"B";"D";"A";"A";"D";"B";37,5;29,2;"Masculino";"Norte";"Noturno";"Solteiro";"Indigena";"Ensino Fundamental I";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 1 a 3"
3002;1;33;"M";4;46,3;"A";"A";"D";"D";"B";"A";"A";"A";75;37,5;"Masculino";"Norte";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"Nenhuma"
3002;1;37;"F";4;36,1;"A";"D";"B";"D";"B";"A";"B";"B";50;37,5;"Feminino";"Norte";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;1;32;"M";4;61,5;"A";"B";"E";"E";"C";"A";"C";"B";75;70,8;"Masculino";"Norte";"Noturno";"Solteiro";"Preta";"Ensino Superior";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;1;34;"F";1;12,8;"A";"D";"B";"C";"A";"A";"A";"A";50;8,3;"Feminino";"Norte";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Sim";"Nenhum";"Nenhuma"
3002;2;26;"F";1;66;"A";"D";"C";"C";"B";"B";"B";"B";50;70,8;"Feminino";"Nordeste";"Matutino";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;2;31;"M";1;40,5;"B";"D";"C";"E";"C";"A";"D";"D";37,5;41,7;"Masculino";"Nordeste";"Matutino";"Casado";"Parda";"Ensino Fundamental II";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 8 a 12"
3002;2;22;"M";1;46,1;"A";"A";"B";"B";"B";"A";"C";"C";12,5;58,3;"Masculino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;2;23;"F";1;44,8;"C";"D";"E";"E";"E";"A";"E";"D";50;45,8;"Feminino";"Nordeste";"Matutino";"Separado";"Parda";"Ensino Superior";"Ensino Superior";"De 6 a 10 salários mínimos";"Sim";"Mais de 8";"De 8 a 12"
3002;2;38;"M";1;50,2;"B";"B";"C";"C";"C";"A";"B";"C";50;50;"Masculino";"Nordeste";"Matutino";"Casado";"Preta";"Ensino Fundamental II";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;2;27;"M";1;26,9;"A";"A";"B";"B";"B";"B";"E";"B";50;8,3;"Masculino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;2;44;"M";1;52,5;"E";"A";"B";"D";"B";"B";"B";"C";50;45,8;"Masculino";"Nordeste";"Matutino";"Outro";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;2;24;"M";1;59,4;"A";"A";"B";"C";"B";"B";"A";"E";25;62,5;"Masculino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"Nenhum";"Mais de 12"
3002;2;23;"M";1;65,5;"A";"A";"C";"A";"A";"B";"C";"E";62,5;70,8;"Masculino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental II";"Nenhuma";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"Mais de 12"
3002;2;20;"F";1;66;"A";"D";"E";"E";"C";"A";"B";"E";62,5;66,7;"Feminino";"Nordeste";"Matutino";"Solteiro";"Parda";"Ensino Superior";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"Mais de 12"
3002;2;21;"M";1;56,6;"A";"A";"D";"B";"D";"B";"B";"B";75;58,3;"Masculino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;2;28;"F";1;43,9;"A";"A";"F";"D";"A";"B";"B";"C";50;33,3;"Feminino";"Nordeste";"Matutino";"Solteiro";"Branca";"Pós Graduação";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 4 a 7"
3002;2;22;"M";1;71,5;"A";"D";"D";"D";"A";"A";"C";"B";62,5;75;"Masculino";"Nordeste";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 1 a 3"
3002;2;41;"F";1;58,3;"A";"B";"B";"B";"C";"B";"C";"C";50;58,3;"Feminino";"Nordeste";"Matutino";"Solteiro";"Preta";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 3 a 5";"De 4 a 7"
3002;2;24;"F";1;48,6;"A";"B";"D";"E";"A";"A";"C";"B";37,5;45,8;"Feminino";"Nordeste";"Matutino";"Solteiro";"Preta";"Ensino Médio";"Ensino Superior";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 1 a 3"
3002;2;21;"M";1;75,1;"A";"D";"B";"B";"B";"B";"E";"E";37,5;83,3;"Masculino";"Nordeste";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;2;30;"M";1;48,3;"A";"B";"B";"B";"A";"B";"B";"C";37,5;54,2;"Masculino";"Nordeste";"Matutino";"Solteiro";"Preta";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 4 a 7"
3002;2;21;"F";1;73,7;"A";"A";"B";"B";"A";"A";"D";"D";75;75;"Feminino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 8 a 12"
3002;2;22;"M";1;65,4;"A";"D";"D";"D";"A";"A";"A";"C";50;70,8;"Masculino";"Nordeste";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"Nenhum";"De 4 a 7"
3002;2;23;"F";1;54,6;"A";"D";"C";"D";"A";"B";"B";"C";50;50;"Feminino";"Nordeste";"Matutino";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 4 a 7"
3002;2;23;"M";1;63;"A";"A";"C";"E";"B";"A";"C";"B";62,5;62,5;"Masculino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental II";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;2;39;"M";1;47,4;"B";"A";"A";"F";"B";"B";"D";"D";50;41,7;"Masculino";"Nordeste";"Matutino";"Casado";"Branca";"Nenhuma";"Pós Graduação";"De 1,5 e 3 salários mínimos";"Não";"De 6 a 8";"De 8 a 12"
3002;2;25;"F";1;36,6;"B";"A";"A";"A";"A";"B";"B";"B";50;37,5;"Feminino";"Nordeste";"Matutino";"Casado";"Branca";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;2;42;"F";1;36,6;"B";"D";"A";"A";"A";"B";"B";"C";50;41,7;"Feminino";"Nordeste";"Matutino";"Casado";"Parda";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 4 a 7"
3002;2;26;"F";1;52,8;"A";"D";"B";"E";"B";"A";"C";"B";62,5;62,5;"Feminino";"Nordeste";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;2;25;"M";1;72,1;"A";"A";"B";"F";"C";"A";"C";"D";62,5;83,3;"Masculino";"Nordeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Pós Graduação";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 8 a 12"
3002;4;23;"F";1;58,7;"A";"A";"B";"B";"B";"A";"C";"B";62,5;62,5;"Feminino";"Sul";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;4;23;"M";1;73,7;"A";"A";"E";"D";"D";"A";"E";"B";87,5;79,2;"Masculino";"Sul";"Matutino";"Solteiro";"Branca";"Ensino Superior";"Ensino Médio";"De 4,5 a 6 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
3002;4;22;"F";1;65,3;"A";"A";"C";"C";"B";"A";"C";"E";50;70,8;"Feminino";"Sul";"Matutino";"Solteiro";"Branca";"Ensino Fundamental II";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"Mais de 12"
3002;4;21;"M";1;68,7;"A";"A";"B";"B";"B";"B";"B";"B";75;70,8;"Masculino";"Sul";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;4;31;"M";1;64;"B";"A";"C";"D";"B";"B";"E";"E";62,5;66,7;"Masculino";"Sul";"Matutino";"Casado";"Branca";"Ensino Fundamental II";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;4;22;"M";1;65,9;"A";"A";"E";"F";"B";"A";"B";"B";75;66,7;"Masculino";"Sul";"Matutino";"Solteiro";"Branca";"Ensino Superior";"Pós Graduação";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;4;28;"M";1;52,3;"A";"A";"D";"D";"D";"B";"C";"D";50;66,7;"Masculino";"Sul";"Matutino";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 4,5 a 6 salários mínimos";"Não";"De 3 a 5";"De 8 a 12"
